[2023-06-02 10:05:12:329] 共享HUMMAP映射名：tool_server_3O4mAv38781623_1_1
[2023-06-02 10:18:04:468] >>Onrun M2HEART
[2023-06-02 10:18:05:982] >>Onrun M2HEART

[2023-06-02 10:18:07:499] >>Onrun M2HEART
[2023-06-02 10:18:09:015] >>Onrun M2HEART
[2023-06-02 10:18:10:529] >>Onrun M2HEART

[2023-06-02 10:18:12:045] >>Onrun M2HEART
[2023-06-02 10:18:13:561] >>Onrun M2HEART
[2023-06-02 10:18:15:077] >>Onrun M2HEART
[2023-06-02 10:18:16:592] >>Onrun M2HEART

[2023-06-02 10:18:18:107] >>Onrun M2HEART
[2023-06-02 10:18:19:624] >>Onrun M2HEART
[2023-06-02 10:18:21:138] >>Onrun M2HEART

[2023-06-02 10:18:22:654] >>Onrun M2HEART
[2023-06-02 10:18:24:171] >>Onrun M2HEART
[2023-06-02 10:18:25:686] >>Onrun M2HEART

[2023-06-02 10:18:27:201] >>Onrun M2HEART
[2023-06-02 10:18:28:717] >>Onrun M2HEART
[2023-06-02 10:18:30:232] >>Onrun M2HEART
[2023-06-02 10:18:31:749] >>Onrun M2HEART

[2023-06-02 10:18:33:264] >>Onrun M2HEART
[2023-06-02 10:18:34:779] >>Onrun M2HEART
[2023-06-02 10:18:36:294] >>Onrun M2HEART

[2023-06-02 10:18:37:820] >>Onrun M2HEART
[2023-06-02 10:18:39:328] >>Onrun M2HEART
[2023-06-02 10:18:40:842] >>Onrun M2HEART

[2023-06-02 10:18:42:357] >>Onrun M2HEART
[2023-06-02 10:18:43:873] >>Onrun M2HEART
[2023-06-02 10:18:45:389] >>Onrun M2HEART
[2023-06-02 10:18:46:904] >>Onrun M2HEART

[2023-06-02 10:18:48:420] >>Onrun M2HEART
[2023-06-02 10:18:49:936] >>Onrun M2HEART
[2023-06-02 10:18:51:452] >>Onrun M2HEART

[2023-06-02 10:18:52:967] >>Onrun M2HEART
[2023-06-02 10:18:54:484] >>Onrun M2HEART
[2023-06-02 10:18:55:999] >>Onrun M2HEART

[2023-06-02 10:18:57:515] >>Onrun M2HEART
[2023-06-02 10:18:57:648] GM_OPEN nSocket 0 wGSocketIdx 2145189904
[2023-06-02 10:18:57:649] >>Login: 1 
[2023-06-02 10:18:57:649] >>LoginInfo: *#38805466/天歌/10000000001684921416000001589/2/2/0/1/0/1/1/0/1
[2023-06-02 10:18:57:660] >>Login: 2 38805466, sessionID:2
[2023-06-02 10:18:57:660] >>Login: 3 38805466
[2023-06-02 10:18:57:661] >>Login: 5_0 38805466
[2023-06-02 10:18:57:674] >>Login: 5 38805466, 1, 1
[2023-06-02 10:18:57:674] >>Login: 6 38805466
[2023-06-02 10:18:57:674] >>Login: TFrontEngine.LoadHumFromDB 38805466-10000000001684921416000001589,flag:6 
[2023-06-02 10:18:57:711] >>Login: 6-1 38805466
[2023-06-02 10:18:57:711] >>天歌，变量加载中...
[2023-06-02 10:18:57:711] >>天歌，数据库加载变量
[2023-06-02 10:18:57:711] >>Login: 6-3 38805466, AType:0
[2023-06-02 10:18:57:711] >>Login: 7 38805466
[2023-06-02 10:18:57:711] MakeNewHuman TEnvirnoment.AddPlayer: 天歌-10000000001684921416000001589 HP:1524047 map:d613
[2023-06-02 10:18:57:723] >>Login: 8 38805466
[2023-06-02 10:18:58:842] 消息记录:天歌[d613-75,64] -> 1018,0,41944176,0,2,{"packageName":"package","channelId":"1","gameid":1}
[2023-06-02 10:18:58:920] >>Login: 9 38805466
[2023-06-02 10:18:58:920] >>Login: 10 cfg_custpro_caption,  -> e5eb6fa33f4074556c988ad4d0985c00
[2023-06-02 10:18:58:920] >>Login: 10 cfg_game_data,  -> efd4d3db6541820ae84b3796c367d635
[2023-06-02 10:18:58:920] >>Login: 10 cfg_suit,  -> 5f99cda5f1a37da76a4c7d25474215a2
[2023-06-02 10:18:58:920] >>Login: 10 cfg_stditem,  -> bcad8b5697548a291a0815f3c7d7b0f560794e7deba213ee05577f86e9ecdb12
[2023-06-02 10:18:58:922] >>Login: 10 cfg_unbindlist,  -> 79c03e5b2b9f4a29004e75c5ff645fb7
[2023-06-02 10:18:58:922] >>Login: 11 38805466
[2023-06-02 10:18:59:029] >>Onrun M2HEART
[2023-06-02 10:18:59:071] 消息记录:天歌[d613-75,64] -> 1046,0,0,0,1,
[2023-06-02 10:18:59:071] 消息记录:天歌[d613-75,64] -> 1046,0,0,0,2,
[2023-06-02 10:18:59:071] 消息记录:天歌[d613-75,64] -> 1046,0,0,0,3,
[2023-06-02 10:18:59:071] 消息记录:天歌[d613-75,64] -> 1046,0,0,0,4,
[2023-06-02 10:18:59:071] 消息记录:天歌[d613-75,64] -> 1046,0,0,0,5,
[2023-06-02 10:18:59:146] 消息记录:天歌[d613-75,64] -> 2020,0,0,0,0,38805466/0.0.0/3.3.3042/nil/0/111/1
[2023-06-02 10:18:59:219] 消息记录:天歌[d613-75,64] -> 81,0,0,0,0,
[2023-06-02 10:18:59:219] 消息记录:天歌[d613-75,64] -> 5260,0,0,0,0,
[2023-06-02 10:18:59:219] 消息记录:天歌[d613-75,64] -> 1078,0,0,0,0,
[2023-06-02 10:18:59:219] 消息记录:天歌[d613-75,64] -> 1079,0,0,0,0,
[2023-06-02 10:18:59:219] 消息记录:天歌[d613-75,64] -> 5148,0,0,0,0,
[2023-06-02 10:18:59:219] 消息记录:天歌[d613-75,64] -> 5277,0,0,0,0,[{"key":"ZDZR","value":0},{"key":"ZDKTZ","value":1},{"key":"BB_FOLLOW_ATTACK","value":0},{"key":"HERO_FOLLOW_ATTACK","value":1},{"key":"ZDLH","value":1},{"key":"HERO_ATTACK_DODGE","value":1},{"key":"ZDZR","value":1}]
[2023-06-02 10:18:59:219] 消息记录:天歌[d613-75,64] -> 1103,0,0,0,0,
[2023-06-02 10:18:59:219] 消息记录:天歌[d613-75,64] -> 1151,0,0,0,0,
[2023-06-02 10:18:59:219] 消息记录:天歌[d613-75,64] -> 6209,0,0,0,0,
[2023-06-02 10:18:59:219] 消息记录:天歌[d613-75,64] -> 6208,0,0,0,0,
[2023-06-02 10:18:59:237] 消息记录:天歌[d613-75,64] -> 6202,0,0,0,2,
[2023-06-02 10:19:00:546] >>Onrun M2HEART

[2023-06-02 10:19:02:060] >>Onrun M2HEART
[2023-06-02 10:19:03:577] >>Onrun M2HEART
[2023-06-02 10:19:05:092] >>Onrun M2HEART
[2023-06-02 10:19:06:608] >>Onrun M2HEART

[2023-06-02 10:19:08:135] >>Onrun M2HEART
[2023-06-02 10:19:09:639] >>Onrun M2HEART
[2023-06-02 10:19:11:155] >>Onrun M2HEART

[2023-06-02 10:19:12:670] >>Onrun M2HEART
[2023-06-02 10:19:14:185] >>Onrun M2HEART
[2023-06-02 10:19:14:562] >>>>>TBaseObject.SpaceMove 天歌-10000000001684921416000001589[d613->3] curTid:3804
[2023-06-02 10:19:14:562] 玩家 天歌 下线(0,0,0)。。
[2023-06-02 10:19:15:702] >>Onrun M2HEART

[2023-06-02 10:19:17:217] >>Onrun M2HEART
[2023-06-02 10:19:18:733] >>Onrun M2HEART
[2023-06-02 10:19:20:249] >>Onrun M2HEART
[2023-06-02 10:19:21:765] >>Onrun M2HEART

[2023-06-02 10:19:23:279] >>Onrun M2HEART
[2023-06-02 10:19:24:795] >>Onrun M2HEART
[2023-06-02 10:19:25:032] >>>CancelAdmission:pwvzA<KyM`T/2
[2023-06-02 10:19:25:032] >>>DelSession:2,38805466
[2023-06-02 10:19:26:311] >>Onrun M2HEART

[2023-06-02 10:19:27:828] >>Onrun M2HEART
[2023-06-02 10:19:29:343] >>Onrun M2HEART
[2023-06-02 10:19:30:858] >>Onrun M2HEART

[2023-06-02 10:19:32:378] >>Onrun M2HEART
[2023-06-02 10:19:33:464] GM_OPEN nSocket 1 wGSocketIdx 2144469008
[2023-06-02 10:19:33:464] >>Login: 1 
[2023-06-02 10:19:33:464] >>LoginInfo: *#38805466/战神/10000000001685672373000002559/3/2/0/1/0/1/1/0/1
[2023-06-02 10:19:33:464] >>Login: 2 38805466, sessionID:3
[2023-06-02 10:19:33:464] >>Login: 3 38805466
[2023-06-02 10:19:33:465] >>Login: 5_0 38805466
[2023-06-02 10:19:33:579] >>Login: 5 38805466, 1, 2
[2023-06-02 10:19:33:579] >>Login: 6 38805466
[2023-06-02 10:19:33:579] >>Login: TFrontEngine.LoadHumFromDB 38805466-10000000001685672373000002559,flag:6 
[2023-06-02 10:19:33:593] >>Login: 6-1 38805466
[2023-06-02 10:19:33:593] >>战神，变量加载中...
[2023-06-02 10:19:33:593] >>战神，数据库加载变量
[2023-06-02 10:19:33:593] >>Login: 6-3 38805466, AType:0
[2023-06-02 10:19:33:593] >>Login: 7 38805466
[2023-06-02 10:19:33:593] MakeNewHuman TEnvirnoment.AddPlayer: 战神-10000000001685672373000002559 HP:15 map:0
[2023-06-02 10:19:33:595] >>Login: 8 38805466
[2023-06-02 10:19:33:890] >>Onrun M2HEART
[2023-06-02 10:19:34:280] 消息记录:战神[0-290,618] -> 1018,0,41944176,10492,2,{"cfg_custpro_caption":"e5eb6fa33f4074556c988ad4d0985c00","cfg_unbindlist":"79c03e5b2b9f4a29004e75c5ff645fb7","channelId":"1","cfg_stditem":"bcad8b5697548a291a0815f3c7d7b0f560794e7deba213ee05577f86e9ecdb12","gameid":1,"cfg_suit":"5f99cda5f1a37da76a4c7d25474215a2","packageName":"package"}
[2023-06-02 10:19:34:359] >>Login: 9 38805466
[2023-06-02 10:19:34:359] >>Login: 10 cfg_game_data,  -> efd4d3db6541820ae84b3796c367d635
[2023-06-02 10:19:34:359] >>Login: 11 38805466
[2023-06-02 10:19:34:446] 消息记录:战神[0-290,618] -> 1046,0,0,0,1,
[2023-06-02 10:19:34:446] 消息记录:战神[0-290,618] -> 1046,0,0,0,2,
[2023-06-02 10:19:34:446] 消息记录:战神[0-290,618] -> 1046,0,0,0,3,
[2023-06-02 10:19:34:446] 消息记录:战神[0-290,618] -> 1046,0,0,0,4,
[2023-06-02 10:19:34:446] 消息记录:战神[0-290,618] -> 1046,0,0,0,5,
[2023-06-02 10:19:34:521] 消息记录:战神[0-290,618] -> 2020,0,0,0,0,38805466/0.0.0/3.3.3042/nil/0/111/1
[2023-06-02 10:19:34:550] 消息记录:战神[0-290,618] -> 81,0,0,0,0,
[2023-06-02 10:19:34:550] 消息记录:战神[0-290,618] -> 5260,0,0,0,0,
[2023-06-02 10:19:34:550] 消息记录:战神[0-290,618] -> 1078,0,0,0,0,
[2023-06-02 10:19:34:550] 消息记录:战神[0-290,618] -> 1079,0,0,0,0,
[2023-06-02 10:19:34:550] 消息记录:战神[0-290,618] -> 5148,0,0,0,0,
[2023-06-02 10:19:34:550] 消息记录:战神[0-290,618] -> 5277,0,0,0,0,[{"key":"ZDZR","value":0},{"key":"ZDKTZ","value":1},{"key":"BB_FOLLOW_ATTACK","value":0},{"key":"HERO_FOLLOW_ATTACK","value":1},{"key":"ZDLH","value":1},{"key":"HERO_ATTACK_DODGE","value":1},{"key":"ZDZR","value":1}]
[2023-06-02 10:19:34:550] 消息记录:战神[0-290,618] -> 1103,0,0,0,0,
[2023-06-02 10:19:34:550] 消息记录:战神[0-290,618] -> 1151,0,0,0,0,
[2023-06-02 10:19:34:550] 消息记录:战神[0-290,618] -> 6209,0,0,0,0,
[2023-06-02 10:19:34:550] 消息记录:战神[0-290,618] -> 6208,0,0,0,0,
[2023-06-02 10:19:34:603] 消息记录:战神[0-290,618] -> 6202,0,0,0,2,
[2023-06-02 10:19:35:405] >>Onrun M2HEART
[2023-06-02 10:19:36:919] >>Onrun M2HEART

[2023-06-02 10:19:38:436] >>Onrun M2HEART
[2023-06-02 10:19:39:631] 消息记录:战神[0-290,618] -> 1011,0,0,0,0,{"UserID":"10181","index":999999996,"Act":"@跳转开始任务"}
[2023-06-02 10:19:39:951] >>Onrun M2HEART
[2023-06-02 10:19:41:468] >>Onrun M2HEART

[2023-06-02 10:19:42:984] >>Onrun M2HEART
[2023-06-02 10:19:44:498] >>Onrun M2HEART
[2023-06-02 10:19:46:022] >>Onrun M2HEART

[2023-06-02 10:19:47:531] >>Onrun M2HEART
[2023-06-02 10:19:49:045] >>Onrun M2HEART
[2023-06-02 10:19:50:573] >>Onrun M2HEART

[2023-06-02 10:19:52:076] >>Onrun M2HEART
[2023-06-02 10:19:53:593] >>Onrun M2HEART
[2023-06-02 10:19:54:049] 消息记录:战神[0-288,615] -> 3199,0,0,0,0,{"index":101,"subid":1,"act":"@开启盒子"}
[2023-06-02 10:19:55:109] >>Onrun M2HEART
[2023-06-02 10:19:55:258] 消息记录:战神[0-288,615] -> 1011,0,0,0,0,{"UserID":"999999999","index":999999999,"Act":"@移动端礼包展示"}
[2023-06-02 10:19:56:628] >>Onrun M2HEART
[2023-06-02 10:19:56:659] 消息记录:战神[0-288,615] -> 1011,0,0,0,0,{"UserID":"999999999","index":999999999,"Act":"@移动端盒子展示"}

[2023-06-02 10:19:58:139] >>Onrun M2HEART
[2023-06-02 10:19:58:643] 消息记录:战神[0-288,615] -> 1011,0,0,0,0,{"UserID":"999999999","index":999999999,"Act":"@移动端礼包展示"}
[2023-06-02 10:19:59:308] 消息记录:战神[0-288,615] -> 1011,0,0,0,0,{"UserID":"999999999","index":999999999,"Act":"@移动端盒子展示"}
[2023-06-02 10:19:59:655] >>Onrun M2HEART
[2023-06-02 10:20:00:152] 消息记录:战神[0-288,615] -> 1011,0,0,0,0,{"UserID":"999999999","index":999999999,"Act":"@exit"}
[2023-06-02 10:20:01:170] >>Onrun M2HEART

[2023-06-02 10:20:02:475] 消息记录:战神[0-288,615] -> 3199,0,0,0,0,{"index":108,"subid":83,"act":"@空"}
[2023-06-02 10:20:02:686] >>Onrun M2HEART
[2023-06-02 10:20:03:240] 消息记录:战神[0-288,615] -> 3199,0,0,0,0,{"index":108,"subid":83,"act":"@空"}
[2023-06-02 10:20:04:202] >>Onrun M2HEART
[2023-06-02 10:20:05:718] >>Onrun M2HEART

[2023-06-02 10:20:07:237] >>Onrun M2HEART
[2023-06-02 10:20:08:749] >>Onrun M2HEART
[2023-06-02 10:20:10:263] >>Onrun M2HEART
[2023-06-02 10:20:11:780] >>Onrun M2HEART

[2023-06-02 10:20:13:295] >>Onrun M2HEART
[2023-06-02 10:20:14:793] 消息记录:战神[0-294,613] -> 1010,0,0,0,0,{"UserID":"10038","index":53}
[2023-06-02 10:20:14:811] >>Onrun M2HEART
[2023-06-02 10:20:16:327] >>Onrun M2HEART

[2023-06-02 10:20:17:607] 消息记录:战神[0-292,611] -> 3199,0,0,0,0,{"index":104,"subid":1,"act":"@开始挂机"}
[2023-06-02 10:20:17:846] >>Onrun M2HEART
[2023-06-02 10:20:18:641] 消息记录:战神[0-294,615] -> 3199,0,0,0,0,{"index":104,"subid":1,"act":"@停止挂机"}
[2023-06-02 10:20:18:725] 消息记录:战神[0-294,615] -> 5283,0,0,0,0,
[2023-06-02 10:20:19:358] >>Onrun M2HEART
[2023-06-02 10:20:20:208] 消息记录:战神[0-292,613] -> 3199,0,0,0,0,{"index":108,"subid":108,"act":"@商城"}
[2023-06-02 10:20:20:384] 消息记录:战神[0-292,613] -> 1046,0,0,0,1,
[2023-06-02 10:20:20:873] >>Onrun M2HEART

[2023-06-02 10:20:22:344] 消息记录:战神[0-292,613] -> 1046,0,0,0,2,
[2023-06-02 10:20:22:390] >>Onrun M2HEART
[2023-06-02 10:20:22:660] 消息记录:战神[0-292,613] -> 1046,0,0,0,3,
[2023-06-02 10:20:23:495] 消息记录:战神[0-292,613] -> 1046,0,0,0,2,
[2023-06-02 10:20:23:905] >>Onrun M2HEART
[2023-06-02 10:20:25:420] >>Onrun M2HEART
[2023-06-02 10:20:26:936] >>Onrun M2HEART

[2023-06-02 10:20:28:452] >>Onrun M2HEART
[2023-06-02 10:20:29:967] >>Onrun M2HEART
[2023-06-02 10:20:31:483] >>Onrun M2HEART

[2023-06-02 10:20:32:998] >>Onrun M2HEART
[2023-06-02 10:20:34:513] >>Onrun M2HEART
[2023-06-02 10:20:36:029] >>Onrun M2HEART

[2023-06-02 10:20:37:545] >>Onrun M2HEART
[2023-06-02 10:20:39:061] >>Onrun M2HEART
[2023-06-02 10:20:40:576] >>Onrun M2HEART

[2023-06-02 10:20:42:093] >>Onrun M2HEART
[2023-06-02 10:20:43:607] >>Onrun M2HEART
[2023-06-02 10:20:44:577] 玩家 战神 下线(0,0,27)。。
[2023-06-02 10:20:45:124] >>Onrun M2HEART
[2023-06-02 10:20:46:640] >>Onrun M2HEART

[2023-06-02 10:22:39:561] 共享HUMMAP映射名：tool_server_3O4mAv38781623_1_1
[2023-06-02 10:22:42:483] >>Onrun M2HEART

[2023-06-02 10:22:43:999] >>Onrun M2HEART
[2023-06-02 10:22:45:514] >>Onrun M2HEART
[2023-06-02 10:22:47:030] >>Onrun M2HEART

[2023-06-02 10:22:48:549] >>Onrun M2HEART
[2023-06-02 10:22:50:060] >>Onrun M2HEART
[2023-06-02 10:22:51:576] >>Onrun M2HEART

[2023-06-02 10:22:53:092] >>Onrun M2HEART
[2023-06-02 10:22:54:608] >>Onrun M2HEART
[2023-06-02 10:22:56:124] >>Onrun M2HEART
[2023-06-02 10:22:57:638] >>Onrun M2HEART

[2023-06-02 10:22:59:155] >>Onrun M2HEART
[2023-06-02 10:23:00:671] >>Onrun M2HEART
[2023-06-02 10:23:02:185] >>Onrun M2HEART

[2023-06-02 10:23:03:701] >>Onrun M2HEART
[2023-06-02 10:23:05:217] >>Onrun M2HEART
[2023-06-02 10:23:06:733] >>Onrun M2HEART

[2023-06-02 10:23:08:249] >>Onrun M2HEART
[2023-06-02 10:23:09:763] >>Onrun M2HEART
[2023-06-02 10:23:11:279] >>Onrun M2HEART
[2023-06-02 10:23:12:795] >>Onrun M2HEART

[2023-06-02 10:23:14:311] >>Onrun M2HEART
[2023-06-02 10:23:15:827] >>Onrun M2HEART
[2023-06-02 10:23:17:343] >>Onrun M2HEART

[2023-06-02 10:23:18:859] >>Onrun M2HEART
[2023-06-02 10:23:20:373] >>Onrun M2HEART
[2023-06-02 10:23:21:890] >>Onrun M2HEART

[2023-06-02 10:23:23:405] >>Onrun M2HEART
[2023-06-02 10:23:24:921] >>Onrun M2HEART
[2023-06-02 10:23:26:437] >>Onrun M2HEART
[2023-06-02 10:23:27:952] >>Onrun M2HEART

[2023-06-02 10:23:29:468] >>Onrun M2HEART
[2023-06-02 10:23:31:005] >>Onrun M2HEART
[2023-06-02 10:23:32:513] >>Onrun M2HEART

[2023-06-02 10:23:34:029] >>Onrun M2HEART
[2023-06-02 10:23:35:546] >>Onrun M2HEART
[2023-06-02 10:23:37:061] >>Onrun M2HEART

[2023-06-02 10:23:38:576] >>Onrun M2HEART
[2023-06-02 10:23:40:092] >>Onrun M2HEART
[2023-06-02 10:23:41:608] >>Onrun M2HEART

[2023-06-02 10:23:43:123] >>Onrun M2HEART
[2023-06-02 10:23:44:639] >>Onrun M2HEART
[2023-06-02 10:23:46:155] >>Onrun M2HEART
[2023-06-02 10:23:47:670] >>Onrun M2HEART

[2023-06-02 10:23:49:186] >>Onrun M2HEART
[2023-06-02 10:23:50:703] >>Onrun M2HEART
[2023-06-02 10:23:52:217] >>Onrun M2HEART

[2023-06-02 10:23:53:734] >>Onrun M2HEART
[2023-06-02 10:23:55:248] >>Onrun M2HEART
[2023-06-02 10:23:56:764] >>Onrun M2HEART

[2023-06-02 10:24:09:118] 共享HUMMAP映射名：tool_server_3O4mAv38781623_1_1
[2023-06-02 10:24:12:014] >>Onrun M2HEART

[2023-06-02 10:24:13:529] >>Onrun M2HEART
[2023-06-02 10:24:15:045] >>Onrun M2HEART
[2023-06-02 10:24:16:560] >>Onrun M2HEART

[2023-06-02 10:24:18:077] >>Onrun M2HEART
[2023-06-02 10:24:19:592] >>Onrun M2HEART
[2023-06-02 10:24:21:108] >>Onrun M2HEART
[2023-06-02 10:24:22:624] >>Onrun M2HEART

[2023-06-02 10:24:24:139] >>Onrun M2HEART
[2023-06-02 10:24:25:655] >>Onrun M2HEART
[2023-06-02 10:24:27:171] >>Onrun M2HEART

[2023-06-02 10:24:28:687] >>Onrun M2HEART
[2023-06-02 10:24:30:203] >>Onrun M2HEART
[2023-06-02 10:24:31:717] >>Onrun M2HEART

[2023-06-02 10:24:33:239] >>Onrun M2HEART
[2023-06-02 10:24:34:748] >>Onrun M2HEART
[2023-06-02 10:24:36:239] GM_OPEN nSocket 0 wGSocketIdx 2145189904
[2023-06-02 10:24:36:239] >>Login: 1 
[2023-06-02 10:24:36:239] >>LoginInfo: *#38805466/天歌/10000000001684921416000001589/2/2/0/1/0/1/1/0/1
[2023-06-02 10:24:36:239] >>Login: 2 38805466, sessionID:2
[2023-06-02 10:24:36:239] >>Login: 3 38805466
[2023-06-02 10:24:36:241] >>Login: 5_0 38805466
[2023-06-02 10:24:36:243] >>Login: 5 38805466, 1, 1
[2023-06-02 10:24:36:243] >>Login: 6 38805466
[2023-06-02 10:24:36:243] >>Login: TFrontEngine.LoadHumFromDB 38805466-10000000001684921416000001589,flag:6 
[2023-06-02 10:24:36:264] >>Onrun M2HEART
[2023-06-02 10:24:36:312] >>Login: 6-1 38805466
[2023-06-02 10:24:36:312] >>天歌，变量加载中...
[2023-06-02 10:24:36:312] >>天歌，数据库加载变量
[2023-06-02 10:24:36:312] >>Login: 6-3 38805466, AType:0
[2023-06-02 10:24:36:312] >>Login: 7 38805466
[2023-06-02 10:24:36:312] MakeNewHuman TEnvirnoment.AddPlayer: 天歌-10000000001684921416000001589 HP:0 map:3
[2023-06-02 10:24:36:324] >>Login: 8 38805466
[2023-06-02 10:24:37:780] >>Onrun M2HEART

[2023-06-02 10:24:39:296] >>Onrun M2HEART
[2023-06-02 10:24:40:020] 消息记录:天歌[3-330,330] -> 1018,0,41944176,10175,2,{"cfg_unbindlist":"e5aa628e8f760c426499eb0175c2cd83","cfg_suit":"fad74947967da693bdb317dfe9b673c6","cfg_custpro_caption":"12496f576e3f947a6bdd1249184e32be","channelId":"1","ItemDescTopList":"92e637ec8b77dc468e9fda3321e76403","cfg_stditem":"406b3a5abf16b8ae1e239609a2f72d2ecab830990f244edb6dd7e0cbc4e7d450","packageName":"package","gameid":1,"ItemDescList":"08949ac43b1300ebcebebd5d80e71e86"}
[2023-06-02 10:24:40:030] >>Login: 9 38805466
[2023-06-02 10:24:40:030] >>Login: 10 cfg_custpro_caption, 12496f576e3f947a6bdd1249184e32be -> e5eb6fa33f4074556c988ad4d0985c00
[2023-06-02 10:24:40:030] >>Login: 10 cfg_game_data,  -> efd4d3db6541820ae84b3796c367d635
[2023-06-02 10:24:40:030] >>Login: 10 cfg_suit, fad74947967da693bdb317dfe9b673c6 -> 5f99cda5f1a37da76a4c7d25474215a2
[2023-06-02 10:24:40:030] >>Login: 10 cfg_stditem, 406b3a5abf16b8ae1e239609a2f72d2ecab830990f244edb6dd7e0cbc4e7d450 -> bcad8b5697548a291a0815f3c7d7b0f560794e7deba213ee05577f86e9ecdb12
[2023-06-02 10:24:40:032] >>Login: 10 cfg_unbindlist, e5aa628e8f760c426499eb0175c2cd83 -> 79c03e5b2b9f4a29004e75c5ff645fb7
[2023-06-02 10:24:40:032] >>Login: 11 38805466
[2023-06-02 10:24:40:262] 消息记录:天歌[3-330,330] -> 1046,0,0,0,1,
[2023-06-02 10:24:40:262] 消息记录:天歌[3-330,330] -> 1046,0,0,0,2,
[2023-06-02 10:24:40:262] 消息记录:天歌[3-330,330] -> 1046,0,0,0,3,
[2023-06-02 10:24:40:273] 消息记录:天歌[3-330,330] -> 1046,0,0,0,4,
[2023-06-02 10:24:40:273] 消息记录:天歌[3-330,330] -> 1046,0,0,0,5,
[2023-06-02 10:24:40:811] >>Onrun M2HEART
[2023-06-02 10:24:42:326] >>Onrun M2HEART
[2023-06-02 10:24:42:539] 消息记录:天歌[3-330,330] -> 2020,0,0,0,0,38805466/0.0.0/3.3.3042/nil/0/111/1
[2023-06-02 10:24:42:954] 消息记录:天歌[3-330,330] -> 81,0,0,0,0,
[2023-06-02 10:24:42:954] 消息记录:天歌[3-330,330] -> 5260,0,0,0,0,
[2023-06-02 10:24:42:954] 消息记录:天歌[3-330,330] -> 1078,0,0,0,0,
[2023-06-02 10:24:42:954] 消息记录:天歌[3-330,330] -> 1079,0,0,0,0,
[2023-06-02 10:24:42:954] 消息记录:天歌[3-330,330] -> 5148,0,0,0,0,
[2023-06-02 10:24:42:954] 消息记录:天歌[3-330,330] -> 5277,0,0,0,0,[{"key":"ZDZR","value":0},{"key":"ZDKTZ","value":1},{"key":"BB_FOLLOW_ATTACK","value":1},{"key":"HERO_FOLLOW_ATTACK","value":1},{"key":"ZDLH","value":1},{"key":"HERO_ATTACK_DODGE","value":1},{"key":"ZDZR","value":1}]
[2023-06-02 10:24:42:954] 消息记录:天歌[3-330,330] -> 1103,0,0,0,0,
[2023-06-02 10:24:42:954] 消息记录:天歌[3-330,330] -> 1151,0,0,0,0,
[2023-06-02 10:24:42:954] 消息记录:天歌[3-330,330] -> 6209,0,0,0,0,
[2023-06-02 10:24:42:954] 消息记录:天歌[3-330,330] -> 6208,0,0,0,0,

[2023-06-02 10:24:43:021] 消息记录:天歌[3-330,330] -> 6202,0,0,0,2,
[2023-06-02 10:24:43:843] >>Onrun M2HEART
[2023-06-02 10:24:45:369] >>Onrun M2HEART
[2023-06-02 10:24:46:873] >>Onrun M2HEART

[2023-06-02 10:24:48:389] >>Onrun M2HEART
[2023-06-02 10:24:49:874] 玩家 天歌 下线(0,0,0)。。
[2023-06-02 10:24:49:906] >>Onrun M2HEART
[2023-06-02 10:24:51:421] >>Onrun M2HEART
[2023-06-02 10:24:52:937] >>Onrun M2HEART

[2023-06-02 10:24:54:451] >>Onrun M2HEART
[2023-06-02 10:24:55:968] >>Onrun M2HEART
[2023-06-02 10:24:57:484] >>Onrun M2HEART

[2023-06-02 10:24:58:998] >>Onrun M2HEART
[2023-06-02 10:25:00:537] >>Onrun M2HEART
[2023-06-02 10:25:02:046] >>Onrun M2HEART

[2023-06-02 10:25:03:561] >>Onrun M2HEART
[2023-06-02 10:25:05:078] >>Onrun M2HEART
[2023-06-02 10:25:06:592] >>Onrun M2HEART

[2023-06-02 10:25:08:119] >>Onrun M2HEART
[2023-06-02 10:25:09:623] >>Onrun M2HEART
[2023-06-02 10:25:11:139] >>Onrun M2HEART
[2023-06-02 10:25:12:656] >>Onrun M2HEART

[2023-06-02 10:25:14:171] >>Onrun M2HEART
[2023-06-02 10:25:15:687] >>Onrun M2HEART
[2023-06-02 10:25:17:202] >>Onrun M2HEART

[2023-06-02 10:25:18:718] >>Onrun M2HEART
[2023-06-02 10:25:20:234] >>Onrun M2HEART
[2023-06-02 10:25:21:748] >>Onrun M2HEART

[2023-06-02 10:25:23:267] >>Onrun M2HEART
[2023-06-02 10:25:24:781] >>Onrun M2HEART
[2023-06-02 10:25:26:295] >>Onrun M2HEART
[2023-06-02 10:25:27:811] >>Onrun M2HEART

[2023-06-02 10:25:29:327] >>Onrun M2HEART
[2023-06-02 10:25:30:843] >>Onrun M2HEART
[2023-06-02 10:25:32:358] >>Onrun M2HEART

[2023-06-02 10:25:33:873] >>Onrun M2HEART
[2023-06-02 10:25:35:389] >>Onrun M2HEART
[2023-06-02 10:25:36:906] >>Onrun M2HEART

[2023-06-02 10:25:38:429] >>Onrun M2HEART
[2023-06-02 10:25:39:937] >>Onrun M2HEART
[2023-06-02 10:25:41:452] >>Onrun M2HEART
[2023-06-02 10:25:42:967] >>Onrun M2HEART

[2023-06-02 10:25:44:484] >>Onrun M2HEART
